City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ghadamis,30.1337,9.5007,26.48,17,53,3.85,LY,1694743538
364,kailua-kona,19.6406,-155.9956,28.98,80,75,4.12,US,1694743538
365,bay city,43.5945,-83.8889,15.53,72,0,1.54,US,1694743132
366,singkil,-7.9855,111.4161,29.01,53,39,4.59,ID,1694743538
367,bozhou,33.8772,115.7703,25.62,63,0,2.11,CN,1694743538
368,salinopolis,-0.6136,-47.3561,25.92,87,14,3.48,BR,1694743539
369,lincheng,19.9078,109.6858,28.08,84,100,2.86,CN,1694743539
370,dalnegorsk,44.5604,135.5701,25.32,32,0,1.45,RU,1694743539
371,carrigaline,51.8117,-8.3986,11.86,100,75,4.63,IE,1694743539
372,goundam,16.4145,-3.6708,32.56,43,72,3.92,ML,1694743540
373,ilhabela,-23.7781,-45.3581,17.24,91,100,1.46,BR,1694743540
374,igarka,67.4667,86.5833,10.45,84,100,5.28,RU,1694743540
375,tosontsengel,48.7567,98.2839,5.77,89,100,1.86,MN,1694743540
376,mount isa,-20.7333,139.5,27.87,21,0,5.66,AU,1694743541
377,arraial do cabo,-22.9661,-42.0278,20.11,92,100,7.33,BR,1694743299
378,ghormach,35.7306,63.7826,18.41,37,0,2.08,AF,1694743541
379,labasa,-16.4167,179.3833,28.82,66,70,5.94,FJ,1694743541
380,howrah,22.5892,88.3103,27.0,94,75,2.57,IN,1694743541
381,uludere,37.445,42.8617,15.88,38,0,2.18,TR,1694743542
382,paka,4.6374,103.4368,28.96,84,20,1.54,MY,1694743542
383,raja,8.4596,25.678,20.94,98,100,1.97,SS,1694743542
384,kerikeri,-35.2268,173.9474,18.28,66,44,1.34,NZ,1694743543
385,north haven,41.3909,-72.8595,18.9,77,0,3.09,US,1694743543
386,ulladulla,-35.35,150.4667,28.2,32,57,2.58,AU,1694743543
387,nadi,-17.8,177.4167,29.0,70,40,5.66,FJ,1694743072
388,atamyrat,37.8357,65.2106,19.49,34,0,4.8,TM,1694743544
389,shklow,54.2108,30.2919,13.53,96,100,4.48,BY,1694743544
390,nasir,15.5894,32.5634,32.26,41,52,5.15,SD,1694743298
391,tual,-5.6667,132.75,25.07,88,100,10.44,ID,1694743545
392,usogorsk,63.4106,48.6872,11.3,83,18,3.95,RU,1694743545
393,labuan,5.2767,115.2417,29.2,79,20,1.54,MY,1694743545
394,robore,-18.3333,-59.75,17.45,61,68,1.64,BO,1694743545
395,opuwo,-18.0607,13.84,20.29,19,0,1.96,NA,1694743546
396,nueva helvecia,-34.3,-57.2333,12.0,60,100,4.82,UY,1694743546
397,tukrah,32.5341,20.5791,23.32,72,0,3.63,LY,1694743546
398,al kharj,24.155,47.3346,32.32,21,3,2.18,SA,1694743546
399,siracusa,37.0881,15.2792,18.65,64,53,1.58,IT,1694743498
400,botou,38.0667,116.5667,25.48,48,0,2.35,CN,1694743547
401,kas,36.2018,29.6377,25.06,33,0,1.92,TR,1694743547
402,san andres,12.5847,-81.7006,30.01,74,20,5.14,CO,1694743547
403,llandudno,53.325,-3.8315,14.89,52,100,1.34,GB,1694743293
404,sabzevar,36.2126,57.6819,19.9,30,18,3.94,IR,1694743548
405,mount pearl,47.5166,-52.7813,17.4,98,100,7.2,CA,1694743548
406,hermiston,45.8404,-119.2895,28.31,35,0,2.57,US,1694743548
407,farafangana,-22.8167,47.8333,20.22,89,86,0.5,MG,1694743549
408,irbit,57.6705,63.071,9.43,81,21,1.2,RU,1694743549
409,sumbe,-11.2061,13.8437,20.83,90,59,3.04,AO,1694743549
410,mhangura,-16.8939,30.1683,14.59,76,0,1.34,ZW,1694743549
411,mrakovo,52.7161,56.6244,9.86,87,21,0.98,RU,1694743550
412,nchelenge,-9.3451,28.734,22.0,50,0,2.3,ZM,1694743550
413,kiunga,-6.1219,141.2906,23.75,81,100,2.19,PG,1694743550
414,bridgewater,44.3835,-64.5155,20.62,98,100,3.09,CA,1694743550
415,saldanha,-33.0117,17.9442,14.03,88,75,9.47,ZA,1694743551
416,kenai,60.5544,-151.2583,11.05,76,0,6.69,US,1694743551
417,touros,-5.1989,-35.4608,24.01,88,7,4.96,BR,1694743394
418,burumburum,11.3911,8.7234,20.3,89,100,3.53,NG,1694743551
419,kyren,51.6828,102.1408,12.35,69,100,0.67,RU,1694743551
420,xai-xai,-25.0519,33.6442,18.04,83,0,5.09,MZ,1694743552
421,tekit,20.5333,-89.3333,27.37,73,39,3.74,MX,1694743552
422,kalianget,-7.05,113.9333,27.93,64,6,5.71,ID,1694743552
423,saint-francois,46.4154,3.9054,12.69,100,0,0.0,FR,1694743552
424,laojunmiao,39.8333,97.7333,15.31,32,0,3.08,CN,1694743553
425,mae chai,19.346,99.814,25.81,84,90,0.97,TH,1694743553
426,gaigeturi,33.4644,126.3183,29.03,70,40,2.06,KR,1694743553
427,khowy,38.5503,44.9521,13.8,72,2,0.77,IR,1694743553
428,santa ana de yacuma,-13.75,-65.4333,24.43,46,46,2.72,BO,1694743554
429,bonthe,7.5264,-12.505,24.99,91,97,2.26,SL,1694743554
430,masterton,-40.9597,175.6575,10.9,68,92,5.18,NZ,1694743554
431,peniche,39.3558,-9.3811,20.72,96,10,3.95,PT,1694743554
432,kemijarvi,66.7131,27.4306,4.25,74,82,0.36,FI,1694743554
433,alindao,5.0267,21.2088,21.09,97,90,1.15,CF,1694743555
434,jalpan,21.2333,-99.4833,27.24,59,93,1.39,MX,1694743555
435,peace river,56.2501,-117.286,19.17,39,75,4.12,CA,1694743555
436,geraldton,-28.7667,114.6,20.23,68,10,1.54,AU,1694743556
437,katima mulilo,-17.5,24.2667,16.75,55,0,1.16,NA,1694743556
438,colares,38.7992,-9.4469,20.82,84,3,8.94,PT,1694743556
439,magadan,59.5667,150.8,9.45,68,4,3.13,RU,1694743309
440,ankang,32.68,109.0172,25.13,68,26,1.12,CN,1694743556
441,ponta delgada,37.7333,-25.6667,23.99,88,40,3.09,PT,1694743557
442,vila velha,-20.3297,-40.2925,23.97,91,40,3.6,BR,1694743557
443,ebon,4.582,168.6964,29.09,67,48,1.18,MH,1694743557
444,mandali,33.7499,45.5541,27.64,12,0,2.68,IQ,1694743557
445,san patricio,28.017,-97.5169,30.97,69,0,6.68,US,1694743558
446,beledweyne,4.7358,45.2036,24.36,76,87,7.87,SO,1694743558
447,serdar,38.9764,56.2757,20.45,31,27,4.2,TM,1694743558
448,bargaal,11.2864,51.0773,26.85,74,24,5.13,SO,1694743558
449,callao,-12.0667,-77.15,18.18,82,100,5.14,PE,1694743559
450,albina,5.5,-54.05,23.72,95,0,1.37,SR,1694743559
451,barcelos,41.5388,-8.6151,23.29,67,37,0.89,PT,1694743559
452,seaford,50.7714,0.1027,14.49,86,8,1.54,GB,1694743104
453,makarov,48.6333,142.8,20.09,56,1,5.7,RU,1694743560
454,cunha,-23.0744,-44.9597,14.62,98,99,1.59,BR,1694743560
455,san juan bautista,-14.0108,-75.7358,17.7,76,8,0.44,PE,1694743560
456,recreo,-29.2818,-65.061,19.25,27,0,7.25,AR,1694743560
457,turaif,31.6725,38.6637,22.14,35,0,4.12,SA,1694743561
458,meadow lake,34.8014,-106.5436,19.39,63,64,2.38,US,1694743561
459,aketi,2.7388,23.7833,20.91,96,98,0.71,CD,1694743561
460,margate city,39.3279,-74.5035,22.21,64,0,5.81,US,1694743561
461,pechory,57.8164,27.6119,8.7,94,12,2.5,RU,1694743562
462,san borja,-14.8167,-66.85,20.31,47,8,1.9,BO,1694743562
463,bondowoso,-7.9135,113.8214,29.57,49,24,1.13,ID,1694743562
464,mushie,-3.0167,16.9,23.43,86,71,0.27,CD,1694743563
465,aasiaat,68.7098,-52.8699,-2.37,95,94,2.48,GL,1694743563
466,mankono,8.0586,-6.1897,21.51,98,90,2.56,CI,1694743563
467,al jubayl,27.0112,49.6583,34.12,55,0,10.52,SA,1694743563
468,padang,-0.9492,100.3543,27.03,76,20,1.06,ID,1694743461
469,beira,-19.8436,34.8389,18.05,100,0,1.54,MZ,1694743564
470,le grau-du-roi,43.5388,4.1356,18.56,82,0,2.06,FR,1694743564
471,aragarcas,-15.8975,-52.2508,25.36,69,0,0.0,BR,1694743292
472,lata,40.1629,-8.3327,18.93,85,61,0.2,PT,1694743565
473,alo,7.4178,6.7371,24.02,96,100,1.24,NG,1694743565
474,ha'il,27.5219,41.6907,28.01,23,0,2.06,SA,1694743565
475,happy valley-goose bay,53.3168,-60.3315,18.17,94,100,3.6,CA,1694743565
476,kapuskasing,49.4169,-82.4331,12.0,76,20,4.12,CA,1694743566
477,leava,-14.3,-178.1667,27.29,78,79,8.94,WF,1694743566
478,portales,34.1862,-103.3344,25.74,76,13,1.46,US,1694743387
479,entebbe,0.0644,32.4469,21.18,88,20,0.0,UG,1694743566
480,majene,-3.5403,118.9707,29.49,63,23,6.95,ID,1694743567
481,villa gesell,-37.2639,-56.973,12.25,62,100,8.56,AR,1694743567
482,porto novo,6.4965,2.6036,24.45,92,99,2.72,BJ,1694743567
483,salym,60.0625,71.4789,11.44,84,35,1.29,RU,1694743568
484,mawu,29.5923,107.3139,25.63,62,3,0.87,CN,1694743568
485,yarmouth,41.7057,-70.2286,21.09,85,0,0.0,US,1694743568
486,horsham,51.064,-0.3272,13.68,88,6,1.03,GB,1694743569
487,boa vista,2.8197,-60.6733,29.99,58,0,1.54,BR,1694743292
488,el calafate,-50.3408,-72.2768,1.0,95,100,2.5,AR,1694743405
489,pierre,44.3683,-100.351,21.27,71,0,3.09,US,1694743397
490,vega de alatorre,20.0333,-96.6333,28.24,80,4,4.84,MX,1694743569
491,hacienda huancane,-15.8222,-70.8856,3.95,26,3,1.43,PE,1694743570
492,tibanbang,6.6315,126.1055,27.73,77,100,1.73,PH,1694743570
493,handan,36.6006,114.4678,25.69,58,0,2.4,CN,1694743570
494,bodaybo,57.8506,114.1933,8.0,91,100,1.96,RU,1694743570
495,quimili,-27.6333,-62.4167,15.12,40,0,5.38,AR,1694743571
496,tromso,69.6496,18.957,4.65,87,40,2.06,NO,1694743571
497,luis correia,-2.8792,-41.6669,26.14,82,13,5.56,BR,1694743534
498,kaa-khem,51.6833,94.7333,11.75,81,100,1.11,RU,1694743571
499,canico,32.6333,-16.85,23.35,80,75,2.06,PT,1694743572
500,avanigadda,16.0215,80.9181,28.86,85,100,1.91,IN,1694743572
501,angel r. cabada,18.5833,-95.4333,26.79,84,5,3.04,MX,1694743572
502,mao,39.8885,4.2658,22.31,88,0,2.06,ES,1694743572
503,pingliang,35.5392,106.6861,21.36,57,19,1.42,CN,1694743573
504,letpandan,17.7833,95.75,25.54,93,100,0.76,MM,1694743573
505,bhimunipatnam,17.8833,83.4333,27.73,76,100,3.34,IN,1694743573
506,lazaro cardenas,17.9583,-102.2,27.92,84,14,1.27,MX,1694743573
507,shubarkuduk,49.1447,56.4872,15.04,55,31,1.62,KZ,1694743574
508,soligalich,59.0778,42.2864,13.79,64,100,2.74,RU,1694743574
509,ar rutbah,33.0381,40.2848,23.73,22,0,2.75,IQ,1694743574
510,lautoka,-17.6167,177.4667,29.92,66,75,3.6,FJ,1694743574
511,arar,30.9753,41.0381,27.01,24,0,2.06,SA,1694743575
512,juneau,58.3019,-134.4197,11.34,95,100,6.17,US,1694743447
513,sao gabriel da cachoeira,-0.1303,-67.0892,25.48,68,53,0.26,BR,1694743575
514,taroudant,30.4703,-8.877,19.02,88,16,0.19,MA,1694743485
515,afaahiti,-17.75,-149.2833,23.93,88,100,8.52,PF,1694743576
516,keila,59.3036,24.4131,9.01,100,20,0.0,EE,1694743576
517,cremona,45.2333,9.9333,21.26,82,100,1.74,IT,1694743576
518,calabozo,8.9242,-67.4293,25.17,90,70,1.05,VE,1694743576
519,celestun,20.8667,-90.4,28.54,79,0,7.27,MX,1694743577
520,kudat,6.8837,116.8477,27.96,83,20,2.24,MY,1694743577
521,thunder bay,48.4001,-89.3168,13.99,82,100,3.09,CA,1694743398
522,howard springs,-12.497,131.047,31.57,38,46,4.23,AU,1694743577
523,abu jibeha,11.4562,31.2285,22.37,84,36,2.7,SD,1694743578
524,filingue,14.3521,3.3168,30.76,54,97,3.65,NE,1694743578
525,hithadhoo,-0.6,73.0833,28.08,76,9,7.55,MV,1694743578
526,kajaani,64.2273,27.7285,-0.97,100,0,1.03,FI,1694743578
527,umba,66.6871,34.3429,6.75,88,100,3.67,RU,1694743578
528,chatham,51.3789,0.5279,15.92,85,8,1.28,GB,1694743579
529,i-n-salah,27.1935,2.4607,30.73,12,0,7.17,DZ,1694743579
530,chissamba,-12.1667,17.3333,20.33,45,32,1.44,AO,1694743579
531,penonome,8.5167,-80.3667,23.01,85,100,3.13,PA,1694743349
532,dalandzadgad,43.5708,104.425,12.77,53,43,4.13,MN,1694743580
533,nuriootpa,-34.4833,139.0,18.76,40,0,5.62,AU,1694743580
534,dryden,49.7833,-92.7503,14.16,100,100,3.09,CA,1694743581
535,sabak bernam,3.7698,100.9879,29.73,64,99,0.53,MY,1694743348
536,colby,39.3958,-101.0524,18.89,76,0,4.12,US,1694743581
537,luchegorsk,46.4764,134.2569,20.03,61,5,4.53,RU,1694743581
538,baiti,13.745,-14.7482,25.38,91,94,3.29,SN,1694743582
539,armacao de buzios,-22.7469,-41.8817,21.03,93,100,6.55,BR,1694743582
540,xinyuan,37.3,99.0,11.25,31,28,1.39,CN,1694743582
541,nizhneudinsk,54.9076,99.0276,13.13,69,6,1.2,RU,1694743582
542,thief river falls,48.1191,-96.1812,15.96,88,40,0.0,US,1694743583
543,gisborne,-38.6533,178.0042,13.59,71,76,5.83,NZ,1694743319
544,pacific grove,36.6177,-121.9166,17.79,90,100,3.13,US,1694743583
545,bataipora,-22.2953,-53.2711,13.57,71,4,2.14,BR,1694743583
546,alcantara,-2.4089,-44.4147,27.11,88,2,3.16,BR,1694743583
547,san julian,21.0167,-102.1667,17.51,42,1,2.48,MX,1694743584
548,simanggang,1.2472,111.4528,26.99,88,20,2.24,MY,1694743584
549,sapele,5.8941,5.6767,23.77,97,100,1.36,NG,1694743584
550,ciudad del carmen,18.6333,-91.8333,29.03,77,52,5.12,MX,1694743298
551,ambovombe,-25.1667,46.0833,17.91,88,0,3.39,MG,1694743585
552,gwanda,-20.9333,29.0,14.38,70,0,2.13,ZW,1694743585
553,sao jose da coroa grande,-8.8978,-35.1478,23.83,84,41,3.37,BR,1694743585
554,forster,-32.1667,152.5167,23.54,47,100,4.16,AU,1694743482
555,mabaruma,8.2,-59.7833,25.57,79,56,2.0,GY,1694743586
556,champerico,14.3,-91.9167,26.67,84,100,4.82,GT,1694743586
557,korla,41.7597,86.1469,22.26,31,9,3.95,CN,1694743519
558,beaufort west,-32.3567,22.583,12.33,28,96,7.46,ZA,1694743586
559,myeik,12.4333,98.6,24.78,96,100,5.11,MM,1694743587
560,ar ruways,24.1103,52.7306,32.22,75,0,4.76,AE,1694743587
561,tafuna,-14.3358,-170.72,26.68,80,56,8.22,AS,1694743587
562,kalaoa,19.7286,-155.9817,26.11,81,75,4.12,US,1694743587
563,port saint john's,-31.6229,29.5448,16.74,87,56,3.48,ZA,1694743588
564,nguekhokh,14.5128,-17.005,27.49,100,20,2.06,SN,1694743588
565,polyarnyye zori,67.3661,32.4981,5.37,83,100,0.84,RU,1694743588
566,nishifukuma,33.7667,130.4667,30.72,80,100,1.69,JP,1694743589
567,ambalangoda,6.2355,80.0538,26.51,82,70,1.95,LK,1694743589
568,miles city,46.4083,-105.8406,21.54,37,75,2.06,US,1694743498
569,aldan,58.6031,125.3894,2.09,99,100,2.83,RU,1694743589
570,thinadhoo,0.5333,72.9333,28.31,78,60,7.85,MV,1694743589
571,mana,5.6592,-53.7767,25.87,89,0,3.77,GF,1694743580
572,gagarin,55.5529,34.9954,10.15,67,100,3.32,RU,1694743336
573,asha,54.9973,57.2722,12.32,92,100,1.34,RU,1694743590
574,minas de marcona,-15.2119,-75.1103,12.51,86,61,5.17,PE,1694743590
575,la foa,-21.7108,165.8276,18.46,94,100,2.34,NC,1694743591
576,bamboo flat,11.7,92.7167,26.05,89,100,1.54,IN,1694743591
577,grenada,37.1882,-3.6067,21.62,78,40,2.06,ES,1694743592
578,mambajao,9.2504,124.7156,28.14,76,95,0.74,PH,1694743592
579,inda silase,14.1031,38.2829,16.26,74,20,1.4,ET,1694743593
580,tofol,5.3248,163.0078,31.88,70,75,1.54,FM,1694743593
